Date,Hour,Nuclear,Gas,Hydro,Wind,Solar,Biofuel,Total
2021-01-05,19,9920,2960,5815,102,0,97,18894
2021-01-05,20,9916,2871,5531,90,0,82,18490
2021-01-05,21,9913,2487,5441,77,0,82,18000
2021-01-05,22,9912,2274,4821,90,0,82,17179
2021-01-05,23,9910,1324,4458,132,0,82,15906
2021-01-05,24,9911,923,4176,187,0,75,15272
2021-01-06,1,9912,804,3833,164,0,70,14783
2021-01-06,2,9906,812,3446,101,0,69,14334
2021-01-06,3,9908,891,3422,128,0,68,14417
2021-01-06,4,9915,1190,3221,113,0,70,14509
2021-01-06,5,9912,1505,3220,140,0,90,14867
2021-01-06,6,9903,1662,3425,294,0,105,15389
2021-01-06,7,9910,1675,4087,321,0,119,16112
2021-01-06,8,9914,1692,4945,317,0,125,16993
2021-01-06,9,9911,1833,5215,465,3,123,17550
2021-01-06,10,9908,1963,5164,529,15,111,17690
2021-01-06,11,9912,2362,4825,473,40,107,17719
2021-01-06,12,9903,2569,4587,395,102,104,17660
2021-01-06,13,9898,2605,4432,379,110,99,17523
2021-01-06,14,9747,2400,4513,416,83,104,17263
2021-01-06,15,9839,2077,4846,449,50,112,17373
2021-01-06,16,9909,2177,4838,430,49,110,17513
2021-01-06,17,9909,2227,5395,524,11,107,18173
2021-01-06,18,9910,2870,5937,566,0,117,19400
2021-01-06,19,9912,2659,5760,606,0,109,19046
2021-01-06,20,9911,1927,5719,630,0,96,18283
2021-01-06,21,9911,1953,5261,649,0,89,17863
2021-01-06,22,9906,1414,4967,723,0,87,17097
2021-01-06,23,9901,1007,4399,740,0,42,16089
2021-01-06,24,9898,532,4094,724,0,22,15270
2021-01-07,1,9901,404,3726,656,0,18,14705
2021-01-07,2,9892,478,3706,694,0,17,14787
2021-01-07,3,9885,793,3336,761,0,17,14792
2021-01-07,4,9877,1281,3243,731,0,16,15148
2021-01-07,5,9886,1673,3282,881,0,17,15739
2021-01-07,6,9885,1785,3455,1119,0,42,16286
2021-01-07,7,9886,1768,3923,1017,0,83,16677
2021-01-07,8,9890,1776,4772,1036,2,87,17563
2021-01-07,9,9886,1785,5071,1052,7,102,17903
2021-01-07,10,9879,1829,4990,981,38,108,17825
2021-01-07,11,9882,1836,4996,877,67,105,17763
2021-01-07,12,9890,1965,4884,816,94,105,17754
2021-01-07,13,9888,1935,4767,599,109,98,17396
2021-01-07,14,9885,1892,4585,448,126,99,17035
2021-01-07,15,9887,1777,4553,464,155,103,16939
2021-01-07,16,9886,1952,4470,599,117,100,17124
2021-01-07,17,9886,2020,5211,772,24,98,18011
2021-01-07,18,9884,2451,5992,943,0,104,19374
2021-01-07,19,9880,2281,5830,1059,0,104,19154
2021-01-07,20,9881,1874,5551,1191,0,96,18593
2021-01-07,21,9873,1484,5230,1322,0,87,17996
2021-01-07,22,9874,1170,4907,1364,0,51,17366
2021-01-07,23,9882,1031,4111,1332,0,31,16387
2021-01-07,24,9881,689,3718,1115,0,21,15424
2021-01-08,1,9874,295,3835,1018,0,16,15038
2021-01-08,2,9872,227,4307,938,0,15,15359
2021-01-08,3,9869,310,4082,958,0,17,15236
2021-01-08,4,9871,737,3758,863,0,18,15247
2021-01-08,5,9868,1373,3666,673,0,17,15597
2021-01-08,6,9876,1768,3709,550,0,18,15921
2021-01-08,7,9878,1767,3912,908,0,23,16488
2021-01-08,8,9873,1775,4595,1013,3,31,17290
2021-01-08,9,9869,1969,5253,978,10,32,18111
2021-01-08,10,9863,2340,5186,841,60,31,18321
2021-01-08,11,9862,2139,4845,600,154,31,17631
2021-01-08,12,9861,2142,4836,389,192,31,17451
2021-01-08,13,9857,1978,4744,444,189,31,17243
2021-01-08,14,9713,1944,4484,583,180,31,16935
2021-01-08,15,9824,2057,4317,436,147,31,16812
2021-01-08,16,9870,2318,4362,360,59,53,17022
2021-01-08,17,9871,2338,4786,889,19,83,17986
2021-01-08,18,9873,2394,5836,1046,0,84,19233
2021-01-08,19,9871,2334,5802,1083,0,84,19174
2021-01-08,20,9876,1932,5667,998,0,85,18558
2021-01-08,21,9872,1643,5267,1152,0,71,18005
2021-01-08,22,9875,1178,4766,1174,0,32,17025
2021-01-08,23,9879,849,4231,1183,0,32,16174
2021-01-08,24,9883,514,3913,1206,0,14,15530
2021-01-09,1,9952,238,3546,1151,0,0,14887
2021-01-09,2,10104,200,3437,1074,0,0,14815
2021-01-09,3,10101,202,3581,1007,0,0,14891
2021-01-09,4,10099,210,3469,645,0,0,14423
2021-01-09,5,10099,334,3454,729,0,0,14616
2021-01-09,6,10097,716,3465,800,0,0,15078
2021-01-09,7,10098,995,3589,800,1,0,15483
2021-01-09,8,10100,1266,4120,776,2,0,16264
2021-01-09,9,10114,1256,4575,753,31,0,16729
2021-01-09,10,10113,1263,4103,596,98,0,16173
2021-01-09,11,10106,1401,4099,274,177,0,16057
2021-01-09,12,10063,1398,4336,124,219,0,16140
2021-01-09,13,10063,1399,4251,83,244,0,16040
2021-01-09,14,10063,1417,4214,75,254,0,16023
2021-01-09,15,10062,1183,4438,118,165,0,15966
2021-01-09,16,10060,1163,4620,158,91,0,16092
2021-01-09,17,10061,1288,4747,308,22,0,16426
2021-01-09,18,10001,1807,5476,479,0,0,17763
2021-01-09,19,10156,2070,5323,676,0,0,18225
2021-01-09,20,10269,1131,5450,761,0,0,17611
2021-01-09,21,10268,1002,5214,696,0,0,17180
2021-01-09,22,10273,953,4906,697,0,0,16829
2021-01-09,23,10273,797,4129,655,0,0,15854
2021-01-09,24,10272,797,3559,610,0,0,15238
2021-01-10,1,10271,472,3316,518,0,0,14577
2021-01-10,2,10270,387,3450,395,0,0,14502
2021-01-10,3,10260,389,3477,342,0,0,14468
2021-01-10,4,10259,419,3364,312,0,0,14354
2021-01-10,5,10269,460,3234,172,0,0,14135
2021-01-10,6,10272,570,3258,183,0,0,14283
2021-01-10,7,10270,724,3575,163,0,0,14732
2021-01-10,8,10275,811,4274,167,1,0,15528
2021-01-10,9,10275,830,4323,199,17,0,15644
2021-01-10,10,10264,960,4501,180,53,0,15958
2021-01-10,11,10278,1343,4422,178,111,0,16332
2021-01-10,12,10276,1591,3838,191,160,0,16056
2021-01-10,13,10273,1639,3880,215,205,0,16212
2021-01-10,14,10275,1764,3934,197,228,0,16398
2021-01-10,15,10275,1805,4235,224,149,0,16688
2021-01-10,16,10210,1930,4305,217,78,0,16740
2021-01-10,17,10217,2122,5245,176,15,0,17775
2021-01-10,18,10170,2800,5732,186,0,0,18888
2021-01-10,19,10178,2224,5649,234,0,0,18285
2021-01-10,20,10182,1876,5654,313,0,0,18025
2021-01-10,21,10177,1678,5282,337,0,0,17474
2021-01-10,22,10176,1483,5083,287,0,0,17029
2021-01-10,23,10167,1457,4559,241,0,0,16424
2021-01-10,24,10160,839,4340,241,0,0,15580
2021-01-11,1,10161,469,4096,302,0,5,15033
2021-01-11,2,10163,390,4047,371,0,15,14986
2021-01-11,3,9948,475,3519,414,0,17,14373
2021-01-11,4,9810,689,3333,509,0,17,14358
2021-01-11,5,9813,892,3267,491,0,17,14480
2021-01-11,6,9825,1201,3440,379,0,19,14864
2021-01-11,7,9824,1236,4159,477,0,28,15724
2021-01-11,8,9828,1312,5406,739,2,32,17319
2021-01-11,9,9833,1318,5615,874,7,32,17679
2021-01-11,10,9835,1316,5426,1174,22,32,17805
2021-01-11,11,9822,1414,4866,1568,49,32,17751
2021-01-11,12,9820,1552,4729,1688,54,32,17875
2021-01-11,13,9819,1658,4837,1871,54,32,18271
2021-01-11,14,9817,1521,4966,2132,35,32,18503
2021-01-11,15,9825,1437,4623,2077,22,32,18016
2021-01-11,16,9825,1458,5064,2069,14,34,18464
2021-01-11,17,9826,1464,5492,1995,3,37,18817
2021-01-11,18,9831,1473,5898,2258,0,46,19506
2021-01-11,19,9827,1242,5430,2353,0,39,18891
2021-01-11,20,9826,805,5185,2534,0,39,18389
2021-01-11,21,9824,624,4885,2617,0,37,17987
2021-01-11,22,9824,451,4897,2566,0,32,17770
2021-01-11,23,9814,387,4184,2368,0,32,16785
2021-01-11,24,9826,385,3985,2135,0,25,16356
2021-01-12,1,9832,385,3736,1478,0,18,15449
2021-01-12,2,9849,449,4258,1246,0,16,15818
2021-01-12,3,9856,466,4071,1066,0,16,15475
2021-01-12,4,9849,701,3981,985,0,16,15532
2021-01-12,5,9855,1010,3565,826,0,16,15272
2021-01-12,6,9855,1197,3564,421,0,20,15057
2021-01-12,7,9854,1294,3964,956,0,26,16094
2021-01-12,8,9849,1386,4794,1177,2,32,17240
2021-01-12,9,9848,1562,5612,1212,4,32,18270
2021-01-12,10,9854,1916,5659,1220,15,32,18696
2021-01-12,11,9855,2366,5366,1175,21,32,18815
2021-01-12,12,9860,2449,5067,1387,34,32,18829
2021-01-12,13,9862,2335,5019,1565,37,32,18850
2021-01-12,14,9866,1882,5110,1507,32,31,18428
2021-01-12,15,9877,1859,4793,1389,23,32,17973
2021-01-12,16,9868,2007,5049,1231,14,32,18201
2021-01-12,17,9871,1912,5773,1074,2,32,18664
2021-01-12,18,9872,2410,6164,1010,0,32,19488
2021-01-12,19,9873,2302,6048,907,0,32,19162
2021-01-12,20,9872,1834,5908,862,0,32,18508
2021-01-12,21,9867,1747,5599,770,0,32,18015
2021-01-12,22,9867,1545,4845,850,0,32,17139
2021-01-12,23,9866,1071,4324,993,0,32,16286
2021-01-12,24,9871,346,3823,1158,0,23,15221
2021-01-13,1,9885,203,3641,1081,0,17,14827
2021-01-13,2,9878,207,3670,1247,0,16,15018
2021-01-13,3,9885,216,3680,1348,0,16,15145
2021-01-13,4,9886,395,3588,1346,0,16,15231
2021-01-13,5,9889,655,3543,1105,0,16,15208
2021-01-13,6,9887,852,3559,1266,0,21,15585
2021-01-13,7,9883,1010,3841,2126,0,29,16889
2021-01-13,8,9884,1037,4292,2148,2,32,17395
2021-01-13,9,9885,1040,4468,2443,5,34,17875
2021-01-13,10,9883,1134,4386,2439,16,35,17893
2021-01-13,11,9885,1390,4191,2762,43,34,18305
2021-01-13,12,9883,1403,4095,2470,67,32,17950
2021-01-13,13,9883,1409,4171,2453,84,32,18032
2021-01-13,14,9879,1080,4238,2169,71,32,17469
2021-01-13,15,9883,840,4407,2436,87,33,17686
2021-01-13,16,9900,736,4633,2451,55,33,17808
2021-01-13,17,9910,840,5058,2409,15,32,18264
2021-01-13,18,9939,983,5690,2418,0,32,19062
2021-01-13,19,9999,985,5564,2090,0,32,18670
2021-01-13,20,10008,826,5454,1777,0,32,18097
2021-01-13,21,10007,637,5085,1797,0,32,17558
2021-01-13,22,10001,613,4618,1486,0,32,16750
2021-01-13,23,9999,615,4147,1475,0,32,16268
2021-01-13,24,10005,303,4038,1485,0,22,15853
2021-01-14,1,10003,205,3824,1285,0,19,15336
2021-01-14,2,9994,209,4120,1094,0,17,15434
2021-01-14,3,9992,295,4107,852,0,17,15263
2021-01-14,4,9999,400,4254,622,0,17,15292
2021-01-14,5,9995,722,4187,412,0,17,15333
2021-01-14,6,10014,1159,3713,224,0,20,15130
2021-01-14,7,10019,1221,3809,176,0,29,15254
2021-01-14,8,10017,1274,4630,350,2,37,16310
2021-01-14,9,10016,1372,5121,326,7,39,16881
2021-01-14,10,10020,1405,5053,393,40,33,16944
2021-01-14,11,10015,1430,4686,624,67,37,16859
2021-01-14,12,10012,1606,4603,461,90,32,16804
2021-01-14,13,10015,1609,4734,419,95,32,16904
2021-01-14,14,9904,1737,4550,448,84,32,16755
2021-01-14,15,9998,1770,4464,403,81,32,16748
2021-01-14,16,10185,1830,4269,323,56,33,16696
2021-01-14,17,10197,1924,4745,626,12,32,17536
2021-01-14,18,10191,2042,5424,969,0,32,18658
2021-01-14,19,10199,1998,4919,1266,0,32,18414
2021-01-14,20,10201,1522,4602,1287,0,32,17644
2021-01-14,21,10197,799,4529,1719,0,32,17276
2021-01-14,22,10187,499,4369,2266,0,32,17353
2021-01-14,23,10193,357,3722,2389,0,32,16693
2021-01-14,24,10197,197,3636,2210,0,21,16261
2021-01-15,1,10200,197,3590,1448,0,17,15452
2021-01-15,2,10197,196,3496,1192,0,17,15098
2021-01-15,3,10197,197,3541,1053,0,17,15005
2021-01-15,4,10196,197,3449,1068,0,17,14927
2021-01-15,5,10191,196,3508,1128,0,17,15040
2021-01-15,6,10227,196,3528,1396,0,20,15367
2021-01-15,7,10288,276,3519,2040,1,27,16151
2021-01-15,8,10280,284,3854,2522,2,32,16974
2021-01-15,9,10266,450,4074,2981,17,32,17820
2021-01-15,10,10266,595,4142,2872,49,27,17951
2021-01-15,11,10262,776,4209,3203,70,27,18547
2021-01-15,12,10264,1046,4320,2918,77,27,18652
2021-01-15,13,10284,1212,4338,2722,62,27,18645
2021-01-15,14,10286,1216,4291,2583,56,27,18459
2021-01-15,15,10286,1210,4435,2526,45,27,18529
2021-01-15,16,10287,1207,4673,2262,24,32,18485
2021-01-15,17,10285,1245,5361,1998,7,33,18929
2021-01-15,18,10284,1209,5722,2074,0,32,19321
2021-01-15,19,10288,771,5700,1811,0,32,18602
2021-01-15,20,10335,627,5403,1519,0,32,17916
2021-01-15,21,10295,285,4944,1477,0,33,17034
2021-01-15,22,9811,194,4974,1390,0,32,16401
2021-01-15,23,9685,197,4630,1227,0,32,15771
2021-01-15,24,9694,193,4634,955,0,20,15496
2021-01-16,1,9699,269,4207,956,0,1,15132
2021-01-16,2,9703,237,3899,893,0,0,14732
2021-01-16,3,9692,232,3940,762,0,0,14626
2021-01-16,4,9698,246,3995,588,0,0,14527
2021-01-16,5,9703,491,4340,435,0,0,14969
2021-01-16,6,9707,585,3953,369,0,0,14614
2021-01-16,7,9719,859,3860,263,0,0,14701
2021-01-16,8,9725,1030,3948,126,1,0,14830
2021-01-16,9,9727,1386,4171,137,6,0,15427
2021-01-16,10,9724,1457,4207,50,8,0,15446
2021-01-16,11,9723,1479,4434,133,39,0,15808
2021-01-16,12,9721,1612,4583,244,99,0,16259
2021-01-16,13,9722,1579,4281,478,120,0,16180
2021-01-16,14,9720,1573,4065,608,105,0,16071
2021-01-16,15,9720,1269,4283,701,80,0,16053
2021-01-16,16,9714,1250,4233,776,41,0,16014
2021-01-16,17,9712,1419,4176,879,10,0,16196
2021-01-16,18,9712,1879,4852,1283,0,0,17726
2021-01-16,19,9713,1590,4378,1489,0,0,17170
2021-01-16,20,9709,914,4534,1574,0,0,16731
2021-01-16,21,9713,587,4531,1892,0,0,16723
2021-01-16,22,9726,408,4221,2172,0,0,16527
2021-01-16,23,9766,229,3785,2062,0,0,15842
2021-01-16,24,9774,191,3592,1952,0,0,15509
2021-01-17,1,9781,186,3372,2074,0,0,15413
2021-01-17,2,9776,187,3373,1689,0,0,15025
2021-01-17,3,9777,188,3395,1513,0,0,14873
2021-01-17,4,9780,194,3211,1620,0,0,14805
2021-01-17,5,9779,197,3170,1750,0,0,14896
2021-01-17,6,9780,197,3194,1732,0,0,14903
2021-01-17,7,9780,197,3511,1659,0,0,15147
2021-01-17,8,9784,200,3807,1822,0,0,15613
2021-01-17,9,9781,197,3985,1762,4,0,15729
2021-01-17,10,9781,206,3939,1496,20,0,15442
2021-01-17,11,9779,297,4633,1403,83,0,16195
2021-01-17,12,9774,383,4737,1465,76,0,16435
2021-01-17,13,9776,686,4559,1362,54,0,16437
2021-01-17,14,9778,1095,4430,1152,60,0,16515
2021-01-17,15,9782,1427,4555,961,54,0,16779
2021-01-17,16,9786,1448,4214,862,35,0,16345
2021-01-17,17,9785,1432,4727,758,10,0,16712
2021-01-17,18,9784,1909,5717,627,0,0,18037
2021-01-17,19,9784,1809,5519,555,0,0,17667
2021-01-17,20,9782,1158,5306,513,0,0,16759
2021-01-17,21,9776,1004,5129,468,0,0,16377
2021-01-17,22,9775,1022,5046,376,0,0,16219
2021-01-17,23,9784,508,4314,353,0,0,14959
2021-01-17,24,9788,234,4249,334,0,0,14605
2021-01-18,1,9788,201,4101,356,0,0,14446
2021-01-18,2,9794,202,3654,323,0,12,13985
2021-01-18,3,9789,205,3993,316,0,14,14317
2021-01-18,4,9781,336,3973,282,0,16,14388
2021-01-18,5,9788,442,3927,289,0,18,14464
2021-01-18,6,9790,486,4448,291,0,20,15035
2021-01-18,7,9791,794,4703,343,0,29,15660
2021-01-18,8,9790,1283,5380,343,3,44,16843
2021-01-18,9,9790,1456,5575,426,5,82,17334
2021-01-18,10,9792,1608,5499,436,21,111,17467
2021-01-18,11,9789,1673,5440,529,92,132,17655
2021-01-18,12,9786,1450,4944,700,138,95,17113
2021-01-18,13,9792,1585,4888,763,96,122,17246
2021-01-18,14,9796,1707,5212,751,105,128,17699
2021-01-18,15,9787,1779,4786,600,101,87,17140
2021-01-18,16,9790,1972,4923,590,68,102,17445
2021-01-18,17,9780,2044,5202,642,10,87,17765
2021-01-18,18,9779,2450,5980,723,0,88,19020
2021-01-18,19,9779,2210,5779,886,0,114,18768
2021-01-18,20,9777,2002,5332,992,0,94,18197
2021-01-18,21,9775,1400,5424,1095,0,99,17793
2021-01-18,22,9776,886,5066,1388,0,67,17183
2021-01-18,23,9765,679,4255,1352,0,32,16083
2021-01-18,24,9766,587,3790,1531,0,22,15696
2021-01-19,1,9772,253,3813,1593,0,16,15447
2021-01-19,2,9769,206,3672,1592,0,16,15255
2021-01-19,3,9764,207,3703,1892,0,16,15582
2021-01-19,4,9756,205,3678,1934,0,15,15588
2021-01-19,5,9770,205,3670,1944,0,15,15604
2021-01-19,6,9774,206,3692,1678,0,20,15370
2021-01-19,7,9789,206,3899,2062,0,27,15983
2021-01-19,8,9793,207,4442,2761,2,31,17236
2021-01-19,9,9788,208,4909,2706,7,33,17651
2021-01-19,10,9785,296,4806,2863,28,31,17809
2021-01-19,11,9790,307,4830,2907,66,31,17931
2021-01-19,12,9788,509,4520,2928,84,32,17861
2021-01-19,13,9786,865,4472,3036,161,32,18352
2021-01-19,14,9781,1171,4465,3016,126,31,18590
2021-01-19,15,9780,1277,4436,3090,87,14,18684
2021-01-19,16,9777,1259,4519,2616,71,9,18251
2021-01-19,17,9781,1263,5057,2694,16,10,18821
2021-01-19,18,9788,1262,5632,2758,0,12,19452
2021-01-19,19,9791,1258,5504,2517,0,27,19097
2021-01-19,20,9788,1230,5419,2351,0,32,18820
2021-01-19,21,9788,943,5389,2217,0,32,18369
2021-01-19,22,9786,340,4916,2216,0,32,17290
2021-01-19,23,9764,210,4383,2039,0,32,16428
2021-01-19,24,9766,206,3896,1771,0,22,15661
2021-01-20,1,9767,207,3931,1667,0,16,15588
2021-01-20,2,9759,207,3665,1877,0,16,15524
2021-01-20,3,9745,273,3620,1760,0,15,15413
2021-01-20,4,9786,379,3607,2002,0,15,15789
2021-01-20,5,9889,661,3645,1883,0,16,16094
2021-01-20,6,9897,1044,3657,1494,0,23,16115
2021-01-20,7,9895,1323,4184,1548,1,41,16992
2021-01-20,8,9894,1445,4741,1497,1,74,17652
2021-01-20,9,9893,1568,5275,1374,4,95,18209
2021-01-20,10,9892,2166,5390,928,23,110,18509
2021-01-20,11,9890,2431,5312,845,48,115,18641
2021-01-20,12,9892,1842,4971,1114,126,99,18044
2021-01-20,13,9900,1571,4557,1258,154,99,17539
2021-01-20,14,9897,1634,4514,1465,135,99,17744
2021-01-20,15,9898,1974,4439,1232,109,96,17748
2021-01-20,16,9898,2073,4545,1340,64,93,18013
2021-01-20,17,9899,2082,4834,1926,12,94,18847
2021-01-20,18,9885,2073,5378,2410,0,96,19842
2021-01-20,19,9878,2055,4863,2686,0,88,19570
2021-01-20,20,9879,1399,4640,3106,0,87,19111
2021-01-20,21,9877,966,4464,3210,0,87,18604
2021-01-20,22,9870,501,4421,3610,0,42,18444
2021-01-20,23,9901,245,4259,3399,0,32,17836
2021-01-20,24,9904,201,3728,3018,0,22,16873
2021-01-21,1,9894,205,3607,2651,0,17,16374
2021-01-21,2,9900,203,3591,2413,0,17,16124
2021-01-21,3,9902,203,3652,2158,0,16,15931
2021-01-21,4,9906,203,3637,2033,0,16,15795
2021-01-21,5,9900,203,3633,2201,0,17,15954
2021-01-21,6,9902,202,3688,2599,0,20,16411
2021-01-21,7,9905,202,3825,3280,1,25,17238
2021-01-21,8,9908,202,4385,3639,1,31,18166
2021-01-21,9,9907,192,4463,3864,15,31,18472
2021-01-21,10,9904,189,4494,3946,88,31,18652
2021-01-21,11,9907,192,4189,3823,161,32,18304
2021-01-21,12,9908,212,4104,3883,166,31,18304
2021-01-21,13,9907,330,4142,3716,150,31,18276
2021-01-21,14,9906,521,4187,3675,126,31,18446
2021-01-21,15,9899,595,4194,3780,93,31,18592
2021-01-21,16,9902,600,4473,3674,71,31,18751
2021-01-21,17,9894,605,4768,3327,24,31,18649
2021-01-21,18,9896,606,5609,3365,0,31,19507
2021-01-21,19,9897,606,5334,3608,0,31,19476
2021-01-21,20,9896,604,4979,3573,1,31,19084
2021-01-21,21,9903,305,4935,3364,0,31,18538
2021-01-21,22,9902,201,4417,3058,0,31,17609
2021-01-21,23,9902,196,4012,3175,0,31,17316
2021-01-21,24,9904,191,3718,2763,0,23,16599
2021-01-22,1,9904,179,3554,2389,0,17,16043
2021-01-22,2,9895,178,3542,2076,0,17,15708
2021-01-22,3,9899,179,3553,1780,0,16,15427
2021-01-22,4,9907,190,3607,1780,0,16,15500
2021-01-22,5,9911,264,3628,1756,0,16,15575
2021-01-22,6,9914,317,3607,2461,0,19,16318
2021-01-22,7,9912,466,3717,2432,0,24,16551
2021-01-22,8,9908,594,4596,2560,1,29,17688
2021-01-22,9,9905,574,4636,2953,5,30,18103
2021-01-22,10,9904,619,4694,3108,22,30,18377
2021-01-22,11,9910,677,4866,3005,44,30,18532
2021-01-22,12,9906,852,4632,2932,90,31,18443
